Transaction_Amount,Hour,DayOfWeek,Is_Weekend,Location_Rijeka,Location_Zagreb,Location_Split,Location_Osijek,Location_Dubrovnik,Location_Foreign,Merchant_Category_Food,Merchant_Category_Coffee,Merchant_Category_Groceries,Merchant_Category_Electronics,Merchant_Category_Clothing,Merchant_Category_Travel,Merchant_Category_Health,Merchant_Category_Entertainment,is_fraud
9.71,23,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.87,13,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5.52,15,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21.97,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14.53,13,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.72,6,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
27.23,23,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64.49,21,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51.22,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35.64,11,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48.67,12,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
197.85,20,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34.2,12,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
33.77,17,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29.16,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.22,11,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
55.06,7,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42.29,17,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.22,23,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3.27,10,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16.69,21,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4.57,14,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4.11,18,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
708.15,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5.25,23,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
748.19,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
41.59,14,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
264.63,6,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.97,10,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74.63,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
73.46,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17.68,19,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36.06,14,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.34,14,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8.26,21,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
74.06,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
172.63,19,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113.76,11,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
54.39,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
187.99,23,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
19.34,21,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1480.72,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
102.31,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
83.39,15,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3420.29,11,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
25.63,7,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3.4,14,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3.26,23,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
861.05,17,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
22.18,7,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45.19,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
179.91,15,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71.68,18,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24.21,16,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.63,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
616.07,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
23.86,16,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46.87,16,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47.9,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.88,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
135.54,19,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
173.31,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75.75,9,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12.46,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17.75,23,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
484.62,21,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
34.71,18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71.57,14,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.49,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2371.42,18,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3.97,22,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23.16,23,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459.43,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
16.6,11,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.83,23,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
384.43,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2.31,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
91.4,10,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
218.9,17,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
33.67,18,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
26.82,18,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
184.69,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47.39,13,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62.01,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
44.94,12,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49.7,21,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.68,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7.88,20,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1870.36,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
118.73,14,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3.45,13,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71.8,15,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11.66,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.39,12,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7.92,17,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
30.89,20,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45.06,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.44,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
101.84,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
63.5,22,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
65.66,12,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
17.2,23,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
54.35,11,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
67.41,10,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2.99,14,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2101.55,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13.11,18,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3.73,15,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.86,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004.73,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
127.49,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27.09,9,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
187.42,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
29.47,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2.41,9,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90.52,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1288.08,18,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
685.26,14,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35.84,12,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1246.11,3,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
123.43,13,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13.59,15,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40.22,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
195.8,11,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155.57,18,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
169.07,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1056.21,12,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
331.25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
51.05,10,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7.25,18,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
181.81,9,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.01,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
467.84,4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
73.81,23,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
71.2,16,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.02,20,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26.21,18,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9.37,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
58.55,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
134.13,14,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21.72,16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17.8,23,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18.35,18,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
233.32,20,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
92.13,19,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5.42,23,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
195.77,14,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
843.08,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12.61,21,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
86.2,15,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
808.16,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1.68,23,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1062.59,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
64.92,23,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3.76,14,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
61.65,11,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20.97,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115.81,23,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
268.81,11,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
180.68,7,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3829.48,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1027.44,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2.35,14,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15.42,14,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28.4,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
63.64,7,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
27.02,19,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34.62,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
349.13,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
278.09,15,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1194.22,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
833.15,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
7.43,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
59.06,23,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
42.7,12,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
39.38,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2.34,18,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75.41,20,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13.45,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
191.82,19,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
119.55,7,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
810.54,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
21.04,17,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53.65,12,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
170.31,7,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
260.78,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1217.96,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
39.82,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24.66,23,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24.11,21,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
21.9,12,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
804.99,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
13.13,23,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.67,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9.91,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
84.43,10,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7.75,16,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
52.17,21,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3.86,10,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20.65,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2379.46,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7.63,23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33.94,19,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28.77,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.67,14,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21.33,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31.4,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105.32,19,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1029.57,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
32.29,17,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45.77,7,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51.32,23,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
443.23,4,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
12.32,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3.67,18,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11.42,23,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.44,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20.0,18,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135.92,12,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
187.01,11,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48.28,14,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4.71,13,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
34.89,20,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20.94,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27.91,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
224.1,22,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.84,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
15.1,22,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
140.11,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77.85,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
66.37,23,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2518.36,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
40.53,11,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4.14,15,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.12,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
115.26,18,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32.4,7,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
90.33,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
159.09,8,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36.03,21,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44.44,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17.91,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
13.07,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13.29,13,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
14.45,18,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31.05,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15.58,21,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34.73,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
28.64,23,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32.45,21,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5.86,18,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
74.12,14,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18.64,10,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.72,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85.6,0,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1.99,17,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19.61,14,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33.23,23,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
51.43,19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11.62,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26.43,11,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27.94,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
37.13,6,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2.38,16,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9.24,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
134.41,20,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
52.69,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40.29,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
14.63,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
59.5,9,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
604.95,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
17.79,16,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50.43,22,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4.1,23,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219.9,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
92.67,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35.03,8,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
115.3,10,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
188.73,14,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
195.24,18,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1544.92,4,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
12.87,17,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
45.69,16,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7.25,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
788.11,19,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3.88,19,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.49,14,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.25,20,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2641.59,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
179.16,17,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1198.03,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
22.63,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3.42,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55.78,21,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13.5,19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
172.46,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
15.95,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
102.29,18,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27.29,20,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
49.8,22,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1693.68,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
11.82,14,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
26.44,21,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
17.83,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
44.76,11,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
29.25,21,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.84,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
38.92,21,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30.54,19,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
33.25,7,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22.59,17,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24.44,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
48.72,3,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
7.71,16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54.91,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.94,22,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
94.58,7,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
380.36,4,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
5.47,8,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
248.52,6,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35.99,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
93.27,20,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
85.75,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
142.34,10,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
19.85,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
89.34,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
37.51,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12.93,23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.06,21,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
104.28,4,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
49.21,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55.9,10,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
34.64,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
58.68,9,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.97,15,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23.91,18,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
157.76,11,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21.36,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
40.36,8,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.66,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
93.12,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106.02,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
29.04,17,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
