Transaction_Amount,Is_Weekend,Risk_Score,Fraud_Label,Hour,DayOfWeek,Location_London,Location_Mumbai,Location_New York,Location_Sydney,Location_Tokyo,Merchant_Category_Clothing,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel
302.34,0,0.0368,0,23,2,False,True,False,False,False,False,False,True,False,False
83.88,1,0.9802,1,17,2,False,True,False,False,False,False,True,False,False,False
119.39,0,0.7403,0,22,2,False,False,False,False,True,False,False,False,False,True
75.8,1,0.8507,1,21,5,False,False,True,False,False,False,True,False,False,False
41.41,0,0.5132,1,12,6,False,False,False,True,False,False,False,True,False,False
99.11,0,0.8084,1,7,4,True,False,False,False,False,False,True,False,False,False
69.97,1,0.1425,0,22,4,False,False,False,True,False,False,False,False,True,False
30.69,1,0.5615,0,20,1,False,False,False,False,True,False,False,False,False,True
52.07,0,0.886,1,12,2,False,True,False,False,False,True,False,False,False,False
21.73,1,0.7227,0,12,4,False,True,False,False,False,True,False,False,False,False
111.96,0,0.0666,0,9,6,False,False,False,False,True,False,False,True,False,False
25.76,0,0.9409,1,22,0,False,False,False,True,False,False,False,True,False,False
55.93,1,0.6389,1,4,2,False,False,False,False,True,False,False,False,True,False
37.14,0,0.865,1,9,2,False,True,False,False,False,False,True,False,False,False
454.25,1,0.4401,0,21,6,False,True,False,False,False,False,False,False,False,True
160.22,0,0.85,0,17,1,False,False,False,False,True,False,False,True,False,False
41.33,0,0.1582,0,14,4,False,False,False,True,False,False,False,False,False,True
122.22,1,0.3466,1,7,5,False,False,True,False,False,True,False,False,False,False
33.44,0,0.4691,0,1,5,False,False,True,False,False,False,False,True,False,False
32.16,0,0.4727,0,16,0,False,False,False,False,True,False,True,False,False,False
366.63,1,0.5075,0,17,2,True,False,False,False,False,False,False,False,True,False
51.89,0,0.2825,0,8,5,False,False,False,False,True,False,False,False,False,True
114.23,0,0.4555,0,15,2,False,True,False,False,False,False,False,False,False,True
22.65,0,0.8207,0,10,1,False,False,False,True,False,False,False,False,False,True
74.22,1,0.2713,0,10,4,True,False,False,False,False,False,False,False,True,False
5.97,0,0.8181,0,18,0,False,False,True,False,False,False,False,True,False,False
39.33,1,0.2911,0,2,1,False,False,False,True,False,False,False,False,False,True
9.67,0,0.4252,0,19,4,True,False,False,False,False,False,True,False,False,False
14.2,0,0.1837,0,16,0,False,False,False,False,True,False,True,False,False,False
14.89,0,0.7063,0,17,5,False,False,True,False,False,False,True,False,False,False
59.17,1,0.0925,0,14,2,False,True,False,False,False,False,False,False,True,False
79.82,0,0.8078,0,23,3,False,False,False,False,True,True,False,False,False,False
26.87,0,0.9445,1,2,4,False,False,True,False,False,True,False,False,False,False
25.72,0,0.0875,0,15,1,False,False,False,False,True,True,False,False,False,False
20.61,0,0.7917,0,11,5,False,False,False,False,True,False,False,False,False,True
523.99,1,0.0918,0,6,3,False,False,True,False,False,True,False,False,False,False
103.8,0,0.6553,0,16,6,False,False,True,False,False,False,False,False,True,False
116.66,0,0.4268,0,5,3,False,True,False,False,False,False,False,True,False,False
10.75,0,0.1588,0,10,1,True,False,False,False,False,False,False,False,False,True
11.47,0,0.7513,0,18,3,False,False,False,False,True,True,False,False,False,False
19.09,1,0.6474,0,6,4,False,False,True,False,False,False,False,False,True,False
250.03,0,0.4551,0,9,5,False,True,False,False,False,True,False,False,False,False
265.7,0,0.3729,0,18,3,False,False,True,False,False,False,True,False,False,False
17.38,0,0.8418,0,22,1,False,False,False,False,True,False,False,True,False,False
224.63,0,0.9955,1,3,3,True,False,False,False,False,False,False,False,False,True
51.28,0,0.1691,0,2,0,False,True,False,False,False,False,True,False,False,False
42.18,0,0.4389,0,18,3,False,False,True,False,False,False,False,True,False,False
27.6,1,0.2094,0,16,1,True,False,False,False,False,False,True,False,False,False
20.13,0,0.6956,1,15,6,False,True,False,False,False,False,True,False,False,False
167.2,0,0.0223,1,23,0,True,False,False,False,False,False,False,False,False,True
8.34,0,0.1939,1,13,4,False,False,True,False,False,False,False,False,True,False
129.59,0,0.8394,1,8,1,False,False,True,False,False,True,False,False,False,False
14.18,0,0.0534,0,1,6,False,False,False,False,True,False,False,True,False,False
134.69,1,0.0676,0,18,3,False,True,False,False,False,True,False,False,False,False
70.32,0,0.9922,1,15,5,False,False,False,False,True,False,False,True,False,False
17.2,1,0.2526,0,15,5,False,False,True,False,False,False,False,False,True,False
253.49,1,0.6702,0,5,2,False,False,False,True,False,True,False,False,False,False
120.2,1,0.1847,0,5,1,False,False,True,False,False,False,True,False,False,False
52.72,0,0.1103,0,13,5,False,False,False,True,False,False,False,False,True,False
34.97,1,0.0124,0,23,1,True,False,False,False,False,False,False,False,False,True
192.01,1,0.7773,0,12,3,False,False,False,False,True,False,False,False,False,True
128.24,0,0.1477,1,2,4,False,True,False,False,False,False,False,False,True,False
10.14,0,0.8017,0,0,2,False,False,False,False,True,False,False,False,True,False
17.9,0,0.1705,0,6,0,False,True,False,False,False,True,False,False,False,False
13.3,0,0.8318,0,12,2,False,False,False,True,False,False,False,False,True,False
350.38,1,0.1035,0,17,6,True,False,False,False,False,False,True,False,False,False
47.96,0,0.5909,1,4,4,True,False,False,False,False,True,False,False,False,False
180.94,0,0.8156,0,17,2,False,True,False,False,False,False,True,False,False,False
258.46,0,0.8234,0,9,5,False,False,False,False,True,False,True,False,False,False
24.67,0,0.5879,1,19,2,False,True,False,False,False,False,False,False,False,True
283.48,0,0.6598,0,23,6,True,False,False,False,False,False,False,False,True,False
129.4,0,0.0985,0,6,3,False,True,False,False,False,False,True,False,False,False
231.25,0,0.8903,1,5,5,False,False,True,False,False,False,True,False,False,False
71.33,1,0.173,0,11,3,True,False,False,False,False,True,False,False,False,False
51.61,0,0.5211,0,11,0,False,True,False,False,False,True,False,False,False,False
276.44,1,0.9864,1,9,6,False,False,True,False,False,True,False,False,False,False
184.5,0,0.7241,0,16,1,False,False,True,False,False,False,False,False,False,True
52.82,0,0.0743,1,4,6,False,False,False,False,True,False,False,False,False,True
104.32,0,0.929,1,14,6,False,False,False,False,True,False,False,True,False,False
245.68,0,0.2336,0,18,1,True,False,False,False,False,False,True,False,False,False
88.68,0,0.8254,0,21,0,False,True,False,False,False,False,True,False,False,False
206.76,1,0.6584,0,6,6,False,True,False,False,False,False,False,False,True,False
111.9,0,0.6134,1,5,2,False,False,False,True,False,False,False,False,True,False
3.94,0,0.627,0,21,6,False,False,False,True,False,False,False,True,False,False
0.36,0,0.5436,1,4,1,False,False,False,False,True,False,False,False,True,False
42.31,0,0.2088,0,0,4,False,False,False,True,False,False,True,False,False,False
35.83,0,0.8555,1,8,5,False,False,False,True,False,False,True,False,False,False
134.38,0,0.1181,1,3,0,False,False,False,True,False,False,False,False,False,True
67.55,0,0.3619,0,20,4,False,False,False,True,False,False,False,True,False,False
34.2,1,0.4606,0,6,2,False,False,False,True,False,False,False,False,False,True
85.1,0,0.8122,0,6,3,False,False,False,False,True,False,False,False,True,False
264.6,0,0.1654,1,15,0,False,False,False,False,True,False,False,True,False,False
4.02,1,0.5267,0,17,5,False,False,True,False,False,False,True,False,False,False
1.87,0,0.7128,0,23,6,False,True,False,False,False,False,True,False,False,False
84.83,0,0.0206,0,0,1,False,True,False,False,False,True,False,False,False,False
15.22,1,0.8855,1,9,0,True,False,False,False,False,True,False,False,False,False
75.68,0,0.2012,1,18,0,False,False,False,False,True,False,False,False,False,True
14.65,1,0.7174,1,9,5,False,False,False,False,True,False,False,True,False,False
29.58,0,0.2258,0,20,3,False,True,False,False,False,False,True,False,False,False
48.54,0,0.0058,0,11,0,False,False,True,False,False,True,False,False,False,False
142.35,0,0.4855,0,7,3,False,False,True,False,False,False,False,True,False,False
45.1,0,0.9947,1,12,6,False,True,False,False,False,True,False,False,False,False
232.66,0,0.7418,0,4,5,False,True,False,False,False,False,True,False,False,False
47.43,0,0.878,1,5,5,False,False,False,False,True,False,False,False,False,True
38.49,0,0.3648,1,21,5,False,True,False,False,False,False,False,False,False,True
16.58,0,0.2517,0,19,4,True,False,False,False,False,True,False,False,False,False
220.7,0,0.842,0,13,3,False,True,False,False,False,False,False,False,False,True
9.96,0,0.4333,0,21,1,True,False,False,False,False,False,False,True,False,False
82.37,1,0.6809,0,22,5,False,False,False,True,False,False,False,False,False,True
132.42,0,0.9057,1,20,0,True,False,False,False,False,False,True,False,False,False
203.64,1,0.258,0,20,0,False,False,False,False,True,False,False,False,True,False
90.47,0,0.8666,1,8,4,False,True,False,False,False,True,False,False,False,False
161.33,0,0.0239,0,23,1,True,False,False,False,False,False,False,False,False,True
56.01,1,0.6253,1,17,2,False,True,False,False,False,False,False,False,False,True
179.73,0,0.5335,0,16,4,False,True,False,False,False,False,True,False,False,False
177.91,0,0.5706,0,22,4,True,False,False,False,False,False,False,False,False,True
30.27,0,0.0214,0,8,4,False,False,True,False,False,False,True,False,False,False
105.65,0,0.8422,0,10,2,False,False,False,False,True,False,True,False,False,False
239.0,0,0.9069,1,1,1,False,False,False,True,False,False,True,False,False,False
217.89,0,0.6011,0,8,3,False,True,False,False,False,False,True,False,False,False
75.05,0,0.6363,0,13,5,True,False,False,False,False,False,False,True,False,False
32.68,0,0.2745,0,0,4,True,False,False,False,False,True,False,False,False,False
58.53,1,0.5647,0,8,4,True,False,False,False,False,False,False,False,False,True
151.09,0,0.2138,1,0,2,False,False,True,False,False,False,True,False,False,False
4.4,1,0.5251,0,15,2,False,False,False,True,False,False,True,False,False,False
94.27,0,0.0797,0,7,5,False,False,True,False,False,True,False,False,False,False
50.89,0,0.686,0,12,2,True,False,False,False,False,False,False,False,True,False
15.6,0,0.7602,0,3,1,False,False,True,False,False,False,False,False,False,True
83.46,0,0.8798,1,5,1,False,False,False,True,False,False,True,False,False,False
100.12,1,0.3108,0,4,1,False,False,True,False,False,False,False,False,True,False
56.28,0,0.6591,1,17,1,False,True,False,False,False,False,False,True,False,False
114.66,1,0.8151,0,0,4,False,False,False,False,True,False,False,False,True,False
159.0,1,0.7197,0,10,0,False,False,True,False,False,False,False,True,False,False
44.4,1,0.2846,0,18,5,False,False,False,False,True,True,False,False,False,False
25.43,0,0.4887,0,3,6,False,True,False,False,False,False,False,False,True,False
126.12,0,0.1406,0,14,5,False,False,False,False,True,False,False,False,False,True
38.26,0,0.3518,0,9,2,False,False,False,False,True,False,False,True,False,False
96.09,1,0.3908,0,3,3,False,True,False,False,False,False,False,True,False,False
57.85,0,0.0206,0,0,2,False,False,True,False,False,False,True,False,False,False
297.88,0,0.0225,0,17,5,False,True,False,False,False,False,False,True,False,False
131.56,1,0.8549,1,17,0,False,False,False,False,True,False,True,False,False,False
10.9,0,0.966,1,10,3,False,False,True,False,False,False,True,False,False,False
19.73,0,0.8629,1,12,4,True,False,False,False,False,True,False,False,False,False
98.33,0,0.9128,1,23,6,True,False,False,False,False,True,False,False,False,False
431.02,0,0.8194,0,14,1,False,False,False,False,True,False,False,False,False,True
211.16,0,0.6908,0,23,3,True,False,False,False,False,False,False,False,True,False
325.65,1,0.0031,1,15,3,False,False,False,True,False,False,False,False,False,True
88.0,0,0.1054,0,12,0,False,True,False,False,False,False,False,False,True,False
225.45,0,0.0262,0,13,4,False,False,False,True,False,False,False,False,False,True
1.57,0,0.6741,0,0,4,True,False,False,False,False,False,True,False,False,False
44.64,1,0.1511,1,4,6,True,False,False,False,False,False,False,False,False,True
109.19,0,0.8102,0,5,4,False,False,True,False,False,False,True,False,False,False
69.18,0,0.7375,0,3,5,False,False,False,False,True,False,True,False,False,False
49.16,0,0.3226,0,12,0,False,False,False,False,True,True,False,False,False,False
44.46,1,0.6713,0,17,2,False,False,False,True,False,True,False,False,False,False
72.07,0,0.0379,0,19,3,False,False,True,False,False,False,True,False,False,False
84.91,1,0.8981,1,22,0,True,False,False,False,False,False,False,False,False,True
42.17,1,0.143,0,1,6,False,True,False,False,False,False,True,False,False,False
79.14,0,0.6165,0,2,2,False,False,False,False,True,False,True,False,False,False
53.71,1,0.9227,1,22,1,False,False,False,True,False,False,False,False,False,True
51.1,1,0.5273,0,14,6,False,True,False,False,False,False,True,False,False,False
20.85,0,0.4668,1,21,2,False,False,True,False,False,False,False,False,False,True
86.73,0,0.3139,0,21,4,False,False,False,True,False,True,False,False,False,False
54.26,0,0.0269,1,9,4,False,True,False,False,False,False,False,False,False,True
126.13,0,0.5649,0,14,2,True,False,False,False,False,False,False,False,False,True
13.84,0,0.3448,1,4,6,False,True,False,False,False,True,False,False,False,False
87.66,1,0.3047,1,8,1,False,False,False,False,True,False,False,False,True,False
48.41,0,0.0372,0,3,4,False,False,False,True,False,False,False,False,False,True
35.52,1,0.831,0,3,3,False,True,False,False,False,False,True,False,False,False
57.24,0,0.5593,0,8,4,False,False,False,False,True,True,False,False,False,False
2.26,0,0.6205,0,1,0,True,False,False,False,False,False,False,True,False,False
52.1,0,0.278,0,19,4,False,False,False,False,True,True,False,False,False,False
70.14,0,0.7181,0,10,1,True,False,False,False,False,True,False,False,False,False
3.82,0,0.6322,0,0,3,False,False,True,False,False,True,False,False,False,False
191.37,0,0.3688,0,11,3,False,True,False,False,False,False,True,False,False,False
39.97,0,0.7435,0,18,5,True,False,False,False,False,False,True,False,False,False
217.92,0,0.4223,0,17,5,False,False,False,False,True,False,False,False,False,True
203.6,0,0.3644,1,22,4,True,False,False,False,False,True,False,False,False,False
203.73,1,0.6671,1,7,1,False,False,False,True,False,False,False,False,False,True
8.16,0,0.1179,1,0,6,False,True,False,False,False,False,False,False,True,False
51.53,0,0.1323,0,13,2,False,False,False,False,True,True,False,False,False,False
23.43,0,0.8881,1,19,2,False,False,True,False,False,False,True,False,False,False
42.46,0,0.0475,0,21,2,False,False,False,True,False,False,False,False,False,True
80.21,1,0.7511,0,3,0,False,False,True,False,False,True,False,False,False,False
75.94,0,0.1588,0,21,6,False,False,True,False,False,False,False,True,False,False
53.58,1,0.5004,0,22,6,True,False,False,False,False,False,False,False,True,False
113.27,0,0.8184,1,16,0,False,False,False,False,True,False,True,False,False,False
109.74,1,0.8008,0,15,1,True,False,False,False,False,False,False,False,False,True
6.58,1,0.746,0,6,2,False,True,False,False,False,False,False,True,False,False
44.66,1,0.1959,0,5,2,False,True,False,False,False,False,False,True,False,False
4.87,0,0.3216,0,0,3,True,False,False,False,False,False,False,False,True,False
236.61,1,0.5702,0,16,6,True,False,False,False,False,False,True,False,False,False
73.33,0,0.2066,0,7,3,False,False,False,True,False,False,False,False,True,False
143.62,0,0.6343,0,19,6,False,True,False,False,False,True,False,False,False,False
108.47,0,0.3483,1,14,0,True,False,False,False,False,True,False,False,False,False
20.4,0,0.8607,1,6,4,False,True,False,False,False,False,True,False,False,False
21.74,0,0.9865,1,2,1,False,False,True,False,False,False,True,False,False,False
408.64,1,0.8397,0,12,0,False,False,False,False,True,False,False,False,False,True
64.91,0,0.2795,0,12,0,True,False,False,False,False,False,False,False,True,False
2.26,0,0.9909,1,13,5,True,False,False,False,False,False,True,False,False,False
49.63,0,0.9649,1,1,1,False,False,False,True,False,False,False,True,False,False
169.51,1,0.2241,0,23,2,True,False,False,False,False,False,False,False,True,False
97.27,1,0.9197,1,23,4,False,False,False,False,True,False,False,True,False,False
96.62,1,0.9771,1,14,5,False,False,True,False,False,False,False,False,True,False
42.44,0,0.7737,0,0,6,False,False,True,False,False,True,False,False,False,False
117.54,0,0.8554,1,18,2,False,False,False,False,True,False,True,False,False,False
46.13,0,0.4773,0,11,3,False,False,False,False,True,False,False,False,False,True
42.73,0,0.7908,0,22,4,True,False,False,False,False,False,False,True,False,False
125.58,0,0.406,0,6,4,True,False,False,False,False,False,False,False,True,False
26.63,0,0.7342,0,1,6,False,False,False,True,False,True,False,False,False,False
66.11,1,0.4587,0,20,6,False,False,False,False,True,False,False,False,False,True
40.71,0,0.4442,1,15,6,False,False,False,True,False,False,False,True,False,False
82.07,0,0.9301,1,3,5,False,False,False,False,True,False,True,False,False,False
28.06,0,0.4849,0,20,0,False,False,False,False,True,False,False,False,True,False
333.68,0,0.8828,1,12,0,False,False,False,True,False,False,False,True,False,False
298.63,1,0.6387,0,17,5,True,False,False,False,False,False,False,True,False,False
20.88,0,0.0223,0,2,6,False,False,False,False,True,False,True,False,False,False
58.37,0,0.2964,0,22,4,False,False,True,False,False,True,False,False,False,False
21.41,0,0.4081,0,12,0,False,False,False,True,False,False,False,False,True,False
62.04,0,0.0489,0,19,1,False,False,True,False,False,False,True,False,False,False
74.23,0,0.2775,0,6,4,True,False,False,False,False,False,True,False,False,False
96.29,0,0.7869,0,19,0,False,True,False,False,False,False,False,False,False,True
176.36,1,0.6891,0,12,0,False,True,False,False,False,False,False,True,False,False
190.47,0,0.5212,0,21,4,True,False,False,False,False,False,False,False,False,True
43.02,1,0.172,0,18,1,False,False,True,False,False,False,True,False,False,False
2.77,1,0.407,0,7,4,False,True,False,False,False,False,True,False,False,False
39.87,0,0.5865,0,19,5,True,False,False,False,False,False,False,True,False,False
80.94,1,0.3883,0,10,0,False,True,False,False,False,True,False,False,False,False
1.48,0,0.6359,0,11,5,False,False,False,True,False,False,False,False,False,True
27.9,0,0.8311,1,0,2,False,False,False,False,True,False,False,True,False,False
106.65,0,0.8841,1,9,3,False,False,False,True,False,False,True,False,False,False
47.5,1,0.2221,1,14,4,False,False,False,True,False,False,False,True,False,False
29.31,1,0.8373,0,14,6,False,False,False,False,True,False,False,False,True,False
13.8,0,0.8897,1,1,6,False,True,False,False,False,False,False,False,False,True
12.98,0,0.1059,1,13,6,True,False,False,False,False,False,False,False,True,False
368.47,0,0.1881,0,6,2,False,False,False,True,False,False,False,True,False,False
97.6,0,0.1009,0,2,0,False,False,False,False,True,False,True,False,False,False
200.44,0,0.2143,0,7,0,True,False,False,False,False,False,True,False,False,False
63.93,0,0.9282,1,17,0,True,False,False,False,False,False,False,True,False,False
81.5,0,0.5111,0,19,3,False,False,False,False,True,False,False,False,True,False
72.41,0,0.8174,0,14,5,False,True,False,False,False,False,False,False,False,True
35.23,0,0.4798,0,12,1,False,False,False,False,True,False,False,False,False,True
149.01,0,0.6064,1,3,6,False,False,False,False,True,True,False,False,False,False
505.48,0,0.3651,0,21,4,False,False,False,True,False,True,False,False,False,False
33.42,0,0.3149,0,1,4,True,False,False,False,False,False,False,True,False,False
13.47,0,0.5015,0,3,5,False,False,True,False,False,True,False,False,False,False
134.67,0,0.5649,0,5,6,False,True,False,False,False,False,False,False,True,False
8.19,0,0.1446,0,11,4,False,False,False,True,False,False,False,False,False,True
95.53,0,0.6111,0,22,3,False,False,False,False,True,True,False,False,False,False
18.24,1,0.3391,0,12,2,False,True,False,False,False,False,False,False,True,False
185.41,1,0.7691,0,23,6,False,False,False,True,False,False,False,True,False,False
89.22,0,0.7765,1,9,3,False,False,False,True,False,False,False,True,False,False
67.48,0,0.1966,0,8,3,False,False,False,False,True,False,False,False,True,False
134.45,0,0.4092,1,11,6,False,True,False,False,False,False,False,False,True,False
143.92,1,0.0686,0,10,0,False,False,False,True,False,False,True,False,False,False
62.52,0,0.4681,0,0,3,False,False,True,False,False,True,False,False,False,False
48.43,1,0.1825,0,14,1,False,True,False,False,False,False,False,False,True,False
18.97,1,0.564,1,5,5,False,False,True,False,False,True,False,False,False,False
28.77,0,0.4464,0,2,2,True,False,False,False,False,True,False,False,False,False
384.52,0,0.6843,0,4,2,False,True,False,False,False,False,False,True,False,False
21.81,0,0.9777,1,15,1,False,False,True,False,False,True,False,False,False,False
184.76,0,0.6157,0,3,3,False,False,False,False,True,False,True,False,False,False
2.19,1,0.5709,0,19,2,True,False,False,False,False,False,True,False,False,False
76.87,0,0.4771,0,13,6,False,False,True,False,False,False,True,False,False,False
113.51,1,0.013,0,22,5,False,False,False,True,False,True,False,False,False,False
184.98,0,0.6497,1,21,4,False,False,False,True,False,True,False,False,False,False
282.87,0,0.624,1,6,4,False,False,False,True,False,False,False,False,False,True
126.1,0,0.896,1,7,2,True,False,False,False,False,False,True,False,False,False
152.75,0,0.1228,1,20,4,True,False,False,False,False,False,False,False,True,False
127.78,0,0.0522,1,15,0,True,False,False,False,False,False,False,False,False,True
41.64,1,0.9041,1,3,4,False,False,False,False,True,True,False,False,False,False
62.91,1,0.2211,0,17,6,False,False,True,False,False,False,False,False,False,True
73.96,0,0.8953,1,13,3,False,False,False,True,False,False,False,True,False,False
42.68,0,0.6425,0,21,5,False,False,False,False,True,False,True,False,False,False
190.66,0,0.6476,0,16,6,True,False,False,False,False,False,True,False,False,False
98.31,0,0.0707,1,16,6,False,False,False,True,False,False,False,True,False,False
238.91,1,0.9866,1,3,3,True,False,False,False,False,False,False,False,True,False
14.47,0,0.9005,1,10,6,False,False,False,False,True,False,True,False,False,False
1.99,0,0.8662,1,12,5,False,False,False,True,False,False,False,False,True,False
63.47,1,0.8915,1,22,3,False,True,False,False,False,False,True,False,False,False
40.63,0,0.8959,1,19,2,True,False,False,False,False,False,True,False,False,False
220.07,1,0.9579,1,19,5,False,True,False,False,False,False,False,True,False,False
3.4,0,0.2073,0,1,4,False,False,True,False,False,False,False,False,True,False
71.05,0,0.5648,0,1,2,True,False,False,False,False,False,False,False,False,True
0.57,0,0.5739,1,19,5,False,True,False,False,False,False,False,False,True,False
27.34,0,0.2216,0,6,1,False,False,True,False,False,False,False,True,False,False
214.37,0,0.3522,0,12,2,False,False,False,True,False,False,False,True,False,False
100.44,0,0.7287,0,3,1,True,False,False,False,False,False,False,True,False,False
43.34,0,0.747,0,6,4,False,False,False,False,True,True,False,False,False,False
70.61,0,0.3983,0,7,2,False,False,True,False,False,False,False,True,False,False
63.58,0,0.4788,0,6,5,False,True,False,False,False,True,False,False,False,False
57.5,0,0.6143,0,1,6,False,False,False,False,True,False,False,False,False,True
1.75,0,0.7283,0,3,6,False,True,False,False,False,False,False,False,False,True
45.26,0,0.2121,0,22,3,True,False,False,False,False,False,True,False,False,False
19.71,0,0.515,0,11,4,False,False,True,False,False,False,False,False,False,True
27.43,0,0.0036,1,0,6,False,True,False,False,False,False,False,True,False,False
89.3,0,0.6987,1,20,6,False,False,False,False,True,True,False,False,False,False
57.66,1,0.958,1,9,6,False,False,False,False,True,False,False,False,True,False
174.63,1,0.2673,0,7,1,False,False,False,False,True,False,False,True,False,False
4.96,0,0.995,1,6,1,False,False,False,False,True,False,True,False,False,False
4.87,0,0.4239,1,20,4,False,True,False,False,False,False,False,False,True,False
39.27,1,0.1114,0,6,0,False,False,False,True,False,False,True,False,False,False
441.68,0,0.7483,0,11,6,False,False,True,False,False,False,False,False,True,False
29.04,0,0.3657,0,9,0,False,False,True,False,False,False,False,False,True,False
74.04,0,0.3834,0,0,3,True,False,False,False,False,False,False,False,False,True
203.93,1,0.3008,0,16,2,True,False,False,False,False,False,False,True,False,False
12.93,0,0.5085,0,23,4,False,False,True,False,False,False,False,False,False,True
87.28,1,0.9304,1,17,6,False,True,False,False,False,False,False,False,False,True
393.86,1,0.6454,0,17,3,False,False,False,True,False,False,False,False,True,False
56.56,0,0.047,0,14,3,False,False,True,False,False,False,True,False,False,False
166.68,0,0.3619,1,14,3,False,False,False,False,True,True,False,False,False,False
129.02,0,0.0333,0,8,3,False,True,False,False,False,False,False,False,True,False
120.84,1,0.3743,1,5,2,False,False,True,False,False,True,False,False,False,False
7.36,0,0.3296,0,15,4,False,False,True,False,False,False,False,True,False,False
15.5,0,0.784,1,21,6,False,False,True,False,False,False,True,False,False,False
22.2,0,0.9436,1,19,1,False,False,False,True,False,False,False,True,False,False
16.49,0,0.6334,0,11,4,False,False,False,True,False,False,False,True,False,False
327.59,0,0.1527,0,23,0,False,False,False,True,False,True,False,False,False,False
53.78,1,0.866,1,19,1,False,True,False,False,False,True,False,False,False,False
59.7,0,0.501,0,14,2,False,False,False,True,False,False,False,True,False,False
3.68,0,0.0783,0,17,3,False,True,False,False,False,False,True,False,False,False
9.32,0,0.3203,0,15,1,True,False,False,False,False,False,False,True,False,False
33.55,1,0.0881,1,18,6,False,False,True,False,False,True,False,False,False,False
214.56,0,0.4261,0,19,0,False,False,False,False,True,False,True,False,False,False
473.62,0,0.3917,0,16,3,False,False,False,True,False,False,False,False,False,True
97.16,0,0.9209,1,22,0,False,False,False,False,True,False,False,True,False,False
57.12,1,0.6118,0,10,3,False,False,False,True,False,False,True,False,False,False
34.77,0,0.3748,0,0,2,False,False,False,False,True,False,False,False,True,False
64.66,1,0.7081,0,14,0,False,False,False,True,False,False,False,False,False,True
69.94,0,0.067,0,4,4,True,False,False,False,False,False,False,False,True,False
37.95,1,0.666,0,3,4,False,False,False,False,True,True,False,False,False,False
138.97,1,0.999,1,22,0,True,False,False,False,False,False,False,False,False,True
145.19,0,0.219,0,17,5,False,False,True,False,False,False,False,False,False,True
180.14,0,0.2366,0,14,5,True,False,False,False,False,False,False,False,False,True
33.8,0,0.588,0,19,1,False,False,True,False,False,False,True,False,False,False
37.69,0,0.5196,0,7,5,False,True,False,False,False,False,True,False,False,False
14.61,0,0.6968,0,21,1,False,False,False,False,True,False,False,True,False,False
1.28,1,0.6784,0,19,5,False,True,False,False,False,False,True,False,False,False
129.61,1,0.7579,0,13,3,False,True,False,False,False,False,False,False,False,True
60.7,1,0.8211,0,8,4,False,True,False,False,False,True,False,False,False,False
16.55,0,0.968,1,15,5,True,False,False,False,False,True,False,False,False,False
82.0,0,0.6903,0,9,2,False,False,True,False,False,True,False,False,False,False
235.19,0,0.0988,1,18,0,False,False,False,True,False,False,False,True,False,False
138.01,1,0.6557,0,11,2,False,False,True,False,False,True,False,False,False,False
45.16,0,0.8011,0,8,2,False,False,False,False,True,True,False,False,False,False
276.04,0,0.8216,0,3,3,False,False,False,True,False,False,False,False,True,False
81.12,0,0.1142,1,20,1,False,False,False,False,True,False,False,False,False,True
146.45,1,0.395,0,16,0,False,False,True,False,False,True,False,False,False,False
105.52,0,0.8021,0,0,3,False,False,True,False,False,False,False,True,False,False
7.33,0,0.9513,1,4,3,False,False,False,True,False,False,False,False,False,True
143.9,0,0.0381,0,21,2,False,False,False,True,False,False,True,False,False,False
183.43,1,0.4143,0,18,2,False,True,False,False,False,False,False,True,False,False
353.31,1,0.5203,0,12,6,True,False,False,False,False,False,False,False,False,True
11.55,0,0.6401,0,8,4,False,True,False,False,False,False,False,True,False,False
40.29,0,0.5433,0,8,0,True,False,False,False,False,False,False,True,False,False
268.37,1,0.8453,0,0,4,True,False,False,False,False,False,False,True,False,False
73.39,0,0.8962,1,8,2,False,False,False,False,True,False,False,True,False,False
71.61,0,0.2687,0,12,2,False,False,False,False,True,True,False,False,False,False
53.45,0,0.9753,1,22,1,False,False,True,False,False,False,True,False,False,False
20.12,0,0.1825,0,4,1,False,False,True,False,False,False,True,False,False,False
149.82,0,0.4993,0,8,6,False,False,False,False,True,True,False,False,False,False
154.42,0,0.9367,1,13,5,False,False,False,False,True,False,False,False,False,True
35.79,0,0.431,1,20,5,False,True,False,False,False,False,True,False,False,False
10.98,1,0.1804,0,12,1,True,False,False,False,False,True,False,False,False,False
43.07,0,0.4733,0,17,0,False,True,False,False,False,True,False,False,False,False
24.57,1,0.6817,0,7,6,False,True,False,False,False,False,True,False,False,False
10.42,1,0.9038,1,4,5,True,False,False,False,False,False,False,False,True,False
79.36,1,0.5664,1,9,5,False,False,False,False,True,False,False,False,False,True
81.63,0,0.7077,0,2,5,False,True,False,False,False,False,True,False,False,False
10.05,0,0.1394,0,5,6,False,False,True,False,False,False,False,False,False,True
29.46,0,0.4255,1,22,0,True,False,False,False,False,False,False,False,False,True
52.17,0,0.2111,0,23,5,False,False,False,False,True,False,True,False,False,False
211.73,1,0.4144,0,1,1,False,False,False,True,False,False,False,False,True,False
10.43,0,0.2122,0,7,1,False,False,False,True,False,False,False,True,False,False
7.38,1,0.7364,0,11,0,True,False,False,False,False,False,True,False,False,False
